Date : 2023-12-22 18:18:54
Directory : /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide
Total : 158 files,  45386 codes, 7424 comments, 7556 blanks, all 60366 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| Assets/Scripts/View                                                                                                                                                              |          3 |        291 |        198 |         69 |        558 |
| Assets/TextMesh Pro                                                                                                                                                              |         18 |      2,493 |         82 |        646 |      3,221 |
| Assets/TextMesh Pro/Shaders                                                                                                                                                      |         17 |      2,338 |         82 |        644 |      3,064 |
| Assets/TextMesh Pro/Sprites                                                                                                                                                      |          1 |        155 |          0 |          2 |        157 |
| Builds                                                                                                                                                                           |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app                                                                                                                                            |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app/Contents                                                                                                                                   |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge                                                                                                                  |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc                                                                                                              |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono                                                                                                         |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono (Files)                                                                                                 |          1 |     13,255 |        274 |      3,451 |     16,980 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/2.0                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.0                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.5                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/mconfig                                                                                                 |          1 |        525 |         30 |         62 |        617 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources                                                                                                                         |          3 |          3 |          0 |          1 |          4 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data                                                                                                                    |          3 |          3 |          0 |          1 |          4 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data (Files)                                                                                                            |          2 |          2 |          0 |          1 |          3 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/StreamingAssets                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| Logs                                                                                                                                                                             |          7 |     13,621 |          0 |        244 |     13,865 |
| Packages                                                                                                                                                                         |          2 |        509 |          0 |          2 |        511 |
| Tiled                                                                                                                                                                            |          9 |        197 |          0 |          9 |        206 |
| Tiled/Objects                                                                                                                                                                    |          1 |          2 |          0 |          1 |          3 |
| Tiled/Tilemaps                                                                                                                                                                   |          1 |        141 |          0 |          1 |        142 |
| Tiled/Tilesets                                                                                                                                                                   |          7 |         54 |          0 |          7 |         61 |
| out                                                                                                                                                                              |          1 |      1,285 |          0 |          0 |      1,285 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                                                                                         | language       | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assembly-CSharp.csproj                                                                                               | XML            |        923 |          1 |          1 |        925 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level0.json                                                                                            | JSON           |        479 |          0 |          0 |        479 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_easy.json                                                                                        | JSON           |         44 |          0 |          0 |         44 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_hard.json                                                                                        | JSON           |        148 |          0 |          0 |        148 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_medium.json                                                                                      | JSON           |          0 |          0 |          1 |          1 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/AcornController.cs                                                                        | C#             |         52 |         56 |         16 |        124 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/BasicTreeController.cs                                                                    | C#             |         70 |         52 |         19 |        141 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/BombController.cs                                                                         | C#             |         99 |         70 |         27 |        196 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ButterflyController.cs                                                                    | C#             |        207 |        102 |         45 |        354 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/CollectableController.cs                                                                  | C#             |         80 |         93 |         32 |        205 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ControllerController.cs                                                                   | C#             |        236 |        112 |         46 |        394 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/DefenderController.cs                                                                     | C#             |         41 |         46 |         15 |        102 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/DewController.cs                                                                          | C#             |         60 |         57 |         17 |        134 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/EconomyController.cs                                                                      | C#             |         43 |         56 |         16 |        115 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/EnemyController.cs                                                                        | C#             |         75 |         65 |         31 |        171 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/HazardController.cs                                                                       | C#             |         27 |         32 |          9 |         68 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/InputController.cs                                                                        | C#             |        200 |        143 |         61 |        404 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/InventoryController.cs                                                                    | C#             |         93 |         73 |         25 |        191 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/JSONController.cs                                                                         | C#             |         48 |         38 |         14 |        100 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/KudzuController.cs                                                                        | C#             |        241 |        121 |         54 |        416 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/LevelController.cs                                                                        | C#             |        119 |         93 |         39 |        251 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/MainMenuController.cs                                                                     | C#             |         56 |         49 |         15 |        120 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/MobController.cs                                                                          | C#             |        147 |        191 |         53 |        391 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ModelController.cs                                                                        | C#             |        128 |        140 |         40 |        308 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/NexusController.cs                                                                        | C#             |         55 |         65 |         16 |        136 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/NexusHoleController.cs                                                                    | C#             |         42 |         61 |         18 |        121 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/PlacementController.cs                                                                    | C#             |        112 |         78 |         31 |        221 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ProjectileController.cs                                                                   | C#             |         88 |        145 |         44 |        277 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ShopBoatController.cs                                                                     | C#             |         41 |         65 |         17 |        123 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SkillMenuController.cs                                                                    | C#             |         62 |         60 |         20 |        142 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SkillSlotController.cs                                                                    | C#             |         20 |         18 |          5 |         43 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SlowZoneController.cs                                                                     | C#             |         82 |         75 |         24 |        181 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SoundController.cs                                                                        | C#             |         56 |         36 |         14 |        106 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SquirrelController.cs                                                                     | C#             |        136 |         87 |         33 |        256 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/StructureController.cs                                                                    | C#             |          8 |         11 |          2 |         21 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SynergyController.cs                                                                      | C#             |         71 |         55 |         20 |        146 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/TreeController.cs                                                                         | C#             |         34 |         42 |         13 |         89 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/DataStructures/Direction.cs                                                                           | C#             |          7 |          4 |          2 |         13 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/DataStructures/ModelType.cs                                                                           | C#             |         21 |          3 |          2 |         26 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/DataStructures/ShopModel.cs                                                                           | C#             |         18 |         20 |          6 |         44 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/CollectableFactory.cs                                                                       | C#             |         27 |         19 |          7 |         53 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/DefenderFactory.cs                                                                          | C#             |         64 |         62 |         26 |        152 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/EdgeFactory.cs                                                                              | C#             |         30 |         30 |         10 |         70 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/EnemyFactory.cs                                                                             | C#             |         81 |         44 |         17 |        142 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/FlooringFactory.cs                                                                          | C#             |         30 |         30 |         11 |         71 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/HazardFactory.cs                                                                            | C#             |         26 |         18 |          6 |         50 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/ProjectileFactory.cs                                                                        | C#             |         34 |         23 |          8 |         65 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/StructureFactory.cs                                                                         | C#             |         32 |         24 |         11 |         67 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/TileFactory.cs                                                                              | C#             |         32 |         32 |         10 |         74 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/TreeFactory.cs                                                                              | C#             |         41 |         43 |         17 |        101 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IStateTracker.cs                                                                           | C#             |         13 |         37 |          7 |         57 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISurface.cs                                                                                | C#             |         24 |        106 |         20 |        150 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/LayerData.cs                                                                                  | C#             |         91 |         89 |         23 |        203 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/ObjectData.cs                                                                                 | C#             |         91 |         81 |         23 |        195 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/PropertiesData.cs                                                                             | C#             |         19 |         18 |          5 |         42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TiledData.cs                                                                                  | C#             |         91 |         70 |         17 |        178 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TilesetData.cs                                                                                | C#             |         27 |         26 |          7 |         60 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/EnemyManager.cs                                                                              | C#             |         76 |         45 |         19 |        140 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/ShopManager.cs                                                                               | C#             |         28 |         26 |         12 |         66 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/SkillTreeManager.cs                                                                          | C#             |         31 |         18 |          9 |         58 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/TileGrid.cs                                                                                  | C#             |        663 |        436 |        152 |      1,251 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Acorn.cs                                                                                       | C#             |         16 |         34 |         11 |         61 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/AnimatedTile.cs                                                                                | C#             |         31 |         20 |          8 |         59 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTree.cs                                                                                   | C#             |         24 |         57 |         19 |        100 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bomb.cs                                                                                        | C#             |         16 |         34 |         10 |         60 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BombSplat.cs                                                                                   | C#             |         18 |         40 |         11 |         69 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Butterfly.cs                                                                                   | C#             |         30 |         84 |         29 |        143 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs                                                                                 | C#             |         32 |         47 |         13 |         92 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Currency.cs                                                                                    | C#             |         16 |         33 |         11 |         60 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs                                                                                    | C#             |         30 |         40 |         10 |         80 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Dew.cs                                                                                         | C#             |         11 |         18 |          6 |         35 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EdgeTile.cs                                                                                    | C#             |         11 |         11 |          3 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Effect.cs                                                                                      | C#             |         35 |         62 |         16 |        113 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs                                                                                       | C#             |         46 |         71 |         20 |        137 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs                                                                                    | C#             |        199 |        178 |         62 |        439 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs                                                                                   | C#             |         10 |          3 |          1 |         14 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs                                                                                   | C#             |         27 |         34 |          9 |         70 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs                                                                                      | C#             |         16 |         29 |          9 |         54 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/InventorySlot.cs                                                                               | C#             |         69 |         67 |         22 |        158 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs                                                                                       | C#             |         47 |        111 |         33 |        191 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Mob.cs                                                                                         | C#             |        103 |        157 |         52 |        312 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs                                                                                       | C#             |        170 |        230 |         65 |        465 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Nexus.cs                                                                                       | C#             |         34 |         95 |         30 |        159 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/NexusHole.cs                                                                                   | C#             |         45 |         93 |         29 |        167 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs                                                                             | C#             |         63 |        108 |         32 |        203 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs                                                                                  | C#             |         72 |        158 |         43 |        273 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs                                                                                   | C#             |         16 |         21 |          5 |         42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShopBoat.cs                                                                                    | C#             |         27 |         29 |         23 |         79 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs                                                                                   | C#             |          9 |         13 |          4 |         26 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SkillSlot.cs                                                                                   | C#             |         26 |         33 |          9 |         68 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowEffect.cs                                                                                  | C#             |         30 |         26 |          8 |         64 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowZone.cs                                                                                    | C#             |         19 |         43 |         14 |         76 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs                                                                                | C#             |         31 |         18 |          6 |         55 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Sound.cs                                                                                       | C#             |         25 |         27 |          7 |         59 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs                                                                                    | C#             |         29 |         78 |         28 |        135 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Structure.cs                                                                                   | C#             |         12 |         10 |          3 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Synergy.cs                                                                                     | C#             |         31 |         35 |         11 |         77 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SynergySlot.cs                                                                                 | C#             |         39 |         39 |         18 |         96 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs                                                                                        | C#             |        300 |        277 |         98 |        675 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs                                                                                        | C#             |        151 |        177 |         52 |        380 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/TripleThreat.cs                                                                                | C#             |         46 |         40 |         15 |        101 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs                                                                                   | C#             |          9 |         12 |          4 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/CollectableScriptable.cs                                                                  | C#             |         18 |         18 |          6 |         42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/DefenderScriptable.cs                                                                     | C#             |         89 |         66 |         21 |        176 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/EnemyScriptable.cs                                                                        | C#             |        234 |        177 |         50 |        461 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/HazardScriptable.cs                                                                       | C#             |         18 |         18 |          5 |         41 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ProjectileScriptable.cs                                                                   | C#             |         21 |         25 |         11 |         57 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ShopScriptable.cs                                                                         | C#             |         12 |         17 |          4 |         33 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/SkillSlotScriptable.cs                                                                    | C#             |         23 |         33 |         10 |         66 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/StructureScriptable.cs                                                                    | C#             |         19 |         18 |          6 |         43 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs                                                                              | C#             |         52 |         43 |         11 |        106 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs                                                                              | C#             |        148 |         91 |         36 |        275 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs                                                                               | C#             |         91 |         64 |         22 |        177 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader                                                           | ShaderLab      |        109 |          2 |         33 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader                                                                 | ShaderLab      |        112 |          3 |         31 |        146 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap.shader                                                                        | ShaderLab      |        109 |          2 |         33 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF Overlay.shader                                                                   | ShaderLab      |        243 |          4 |         71 |        318 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF SSD.shader                                                                       | ShaderLab      |        241 |          4 |         66 |        311 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Masking.shader                                                            | ShaderLab      |        188 |         10 |         50 |        248 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay.shader                                                            | ShaderLab      |        183 |          8 |         50 |        241 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SSD.shader                                                                | ShaderLab      |         82 |          4 |         21 |        107 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader                                                                    | ShaderLab      |        183 |          8 |         50 |        241 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile.shader                                                            | ShaderLab      |        103 |          8 |         28 |        139 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface.shader                                                                   | ShaderLab      |        122 |          4 |         33 |        159 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF.shader                                                                           | ShaderLab      |        243 |          4 |         71 |        318 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Sprite.shader                                                                        | ShaderLab      |         97 |          0 |         20 |        117 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro.cginc                                                                              | HLSL           |         63 |          2 |         20 |         85 |
