"filename", "language", "XML", "JSON", "C#", "ShaderLab", "HLSL", "ApexLog", "TypeScript JSX", "HTML", "Ini", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/HedgehogFactory.cs", "C#", 0, 0, 72, 0, 0, 0, 0, 0, 0, 69, 23, 164
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/KudzuFactory.cs", "C#", 0, 0, 158, 0, 0, 0, 0, 0, 0, 184, 56, 398
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/NexusFactory.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 0, 0, 30, 11, 66
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/NexusHoleFactory.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 32, 11, 69
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/ShopBoatFactory.cs", "C#", 0, 0, 29, 0, 0, 0, 0, 0, 0, 43, 13, 85
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/SquirrelFactory.cs", "C#", 0, 0, 72, 0, 0, 0, 0, 0, 0, 69, 23, 164
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/TileFactory.cs", "C#", 0, 0, 32, 0, 0, 0, 0, 0, 0, 32, 10, 74
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IStateTracker.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 37, 7, 57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISurface.cs", "C#", 0, 0, 24, 0, 0, 0, 0, 0, 0, 106, 20, 150
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/LayerData.cs", "C#", 0, 0, 92, 0, 0, 0, 0, 0, 0, 91, 25, 208
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/ObjectData.cs", "C#", 0, 0, 124, 0, 0, 0, 0, 0, 0, 101, 31, 256
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/PropertiesData.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 18, 5, 42
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TiledData.cs", "C#", 0, 0, 78, 0, 0, 0, 0, 0, 0, 61, 15, 154
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TilesetData.cs", "C#", 0, 0, 27, 0, 0, 0, 0, 0, 0, 26, 7, 60
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/EnemyManager.cs", "C#", 0, 0, 93, 0, 0, 0, 0, 0, 0, 54, 23, 170
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/ShopManager.cs", "C#", 0, 0, 82, 0, 0, 0, 0, 0, 0, 64, 28, 174
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/SkillTreeManager.cs", "C#", 0, 0, 31, 0, 0, 0, 0, 0, 0, 18, 9, 58
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Managers/TileGrid.cs", "C#", 0, 0, 799, 0, 0, 0, 0, 0, 0, 476, 178, 1453
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Acorn.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 51, 15, 85
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/AnimatedTile.cs", "C#", 0, 0, 31, 0, 0, 0, 0, 0, 0, 20, 8, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTree.cs", "C#", 0, 0, 30, 0, 0, 0, 0, 0, 0, 72, 22, 124
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTreeSeed.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 51, 15, 85
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bear.cs", "C#", 0, 0, 42, 0, 0, 0, 0, 0, 0, 83, 26, 151
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bomb.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 51, 14, 84
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BombSplat.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 40, 11, 69
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Butterfly.cs", "C#", 0, 0, 36, 0, 0, 0, 0, 0, 0, 96, 32, 164
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs", "C#", 0, 0, 27, 0, 0, 0, 0, 0, 0, 42, 13, 82
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Currency.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 33, 11, 60
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 27, 9, 62
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Dew.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 35, 10, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EdgeTile.cs", "C#", 0, 0, 11, 0, 0, 0, 0, 0, 0, 11, 3, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Effect.cs", "C#", 0, 0, 35, 0, 0, 0, 0, 0, 0, 62, 16, 113
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs", "C#", 0, 0, 55, 0, 0, 0, 0, 0, 0, 75, 21, 151
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs", "C#", 0, 0, 204, 0, 0, 0, 0, 0, 0, 179, 62, 445
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 1, 14
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs", "C#", 0, 0, 28, 0, 0, 0, 0, 0, 0, 37, 11, 76
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 26, 8, 49
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hedgehog.cs", "C#", 0, 0, 28, 0, 0, 0, 0, 0, 0, 74, 23, 125
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/InventorySlot.cs", "C#", 0, 0, 69, 0, 0, 0, 0, 0, 0, 67, 22, 158
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs", "C#", 0, 0, 47, 0, 0, 0, 0, 0, 0, 107, 33, 187
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Mob.cs", "C#", 0, 0, 103, 0, 0, 0, 0, 0, 0, 161, 53, 317
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs", "C#", 0, 0, 170, 0, 0, 0, 0, 0, 0, 255, 72, 497
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Nexus.cs", "C#", 0, 0, 35, 0, 0, 0, 0, 0, 0, 98, 30, 163
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/NexusHole.cs", "C#", 0, 0, 52, 0, 0, 0, 0, 0, 0, 102, 31, 185
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs", "C#", 0, 0, 61, 0, 0, 0, 0, 0, 0, 94, 28, 183
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs", "C#", 0, 0, 63, 0, 0, 0, 0, 0, 0, 143, 40, 246
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShopBoat.cs", "C#", 0, 0, 59, 0, 0, 0, 0, 0, 0, 116, 35, 210
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 16, 5, 31
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SkillSlot.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 33, 9, 68
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowEffect.cs", "C#", 0, 0, 30, 0, 0, 0, 0, 0, 0, 26, 8, 64
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowZone.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 43, 14, 76
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs", "C#", 0, 0, 33, 0, 0, 0, 0, 0, 0, 26, 8, 67
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Sound.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 0, 0, 27, 7, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs", "C#", 0, 0, 39, 0, 0, 0, 0, 0, 0, 92, 30, 161
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Structure.cs", "C#", 0, 0, 11, 0, 0, 0, 0, 0, 0, 7, 2, 20
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Synergy.cs", "C#", 0, 0, 31, 0, 0, 0, 0, 0, 0, 35, 11, 77
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SynergySlot.cs", "C#", 0, 0, 39, 0, 0, 0, 0, 0, 0, 39, 18, 96
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs", "C#", 0, 0, 326, 0, 0, 0, 0, 0, 0, 304, 102, 732
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs", "C#", 0, 0, 134, 0, 0, 0, 0, 0, 0, 145, 45, 324
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/TripleThreat.cs", "C#", 0, 0, 46, 0, 0, 0, 0, 0, 0, 40, 15, 101
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 15, 5, 30
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ShopScriptable.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 38, 10, 69
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/SkillSlotScriptable.cs", "C#", 0, 0, 23, 0, 0, 0, 0, 0, 0, 33, 10, 66
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs", "C#", 0, 0, 52, 0, 0, 0, 0, 0, 0, 43, 11, 106
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs", "C#", 0, 0, 148, 0, 0, 0, 0, 0, 0, 91, 36, 275
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs", "C#", 0, 0, 100, 0, 0, 0, 0, 0, 0, 80, 28, 208
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader", "ShaderLab", 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 33, 144
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader", "ShaderLab", 0, 0, 0, 112, 0, 0, 0, 0, 0, 3, 31, 146
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap.shader", "ShaderLab", 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 33, 144
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF Overlay.shader", "ShaderLab", 0, 0, 0, 243, 0, 0, 0, 0, 0, 4, 71, 318
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF SSD.shader", "ShaderLab", 0, 0, 0, 241, 0, 0, 0, 0, 0, 4, 66, 311
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Masking.shader", "ShaderLab", 0, 0, 0, 188, 0, 0, 0, 0, 0, 10, 50, 248
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay.shader", "ShaderLab", 0, 0, 0, 183, 0, 0, 0, 0, 0, 8, 50, 241
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SSD.shader", "ShaderLab", 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 21, 107
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader", "ShaderLab", 0, 0, 0, 183, 0, 0, 0, 0, 0, 8, 50, 241
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile.shader", "ShaderLab", 0, 0, 0, 103, 0, 0, 0, 0, 0, 8, 28, 139
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface.shader", "ShaderLab", 0, 0, 0, 122, 0, 0, 0, 0, 0, 4, 33, 159
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF.shader", "ShaderLab", 0, 0, 0, 243, 0, 0, 0, 0, 0, 4, 71, 318
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Sprite.shader", "ShaderLab", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 20, 117
