Date : 2023-12-28 16:48:10
Directory : /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide
Total : 90 files,  2388 codes, 473 comments, 201 blanks, all 3062 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTree.cs                  | C#             |          6 |         15 |          3 |         24 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bomb.cs                       | C#             |          3 |         17 |          4 |         24 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Butterfly.cs                  | C#             |          6 |         12 |          3 |         21 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs                | C#             |         -5 |         -5 |          0 |        -10 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs                   | C#             |        -15 |         -9 |         -3 |        -27 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Dew.cs                        | C#             |          3 |         17 |          4 |         24 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs                      | C#             |         -1 |         -3 |         -1 |         -5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs                   | C#             |          4 |          5 |          1 |         10 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs                  | C#             |          1 |          3 |          2 |          6 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs                     | C#             |         -1 |         -3 |         -1 |         -5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs                      | C#             |          0 |         -4 |          0 |         -4 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs                      | C#             |          4 |         14 |          4 |         22 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Nexus.cs                      | C#             |          1 |          3 |          0 |          4 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs            | C#             |         -2 |         -8 |         -2 |        -12 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs                 | C#             |         -9 |        -15 |         -3 |        -27 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs                  | C#             |        -16 |        -21 |         -5 |        -42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShopBoat.cs                   | C#             |         32 |         87 |         12 |        131 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs                  | C#             |          1 |          3 |          1 |          5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs               | C#             |          1 |          3 |          1 |          5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs                   | C#             |          6 |         15 |          4 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Structure.cs                  | C#             |         -1 |         -3 |         -1 |         -5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs                       | C#             |          4 |          5 |          1 |         10 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs                       | C#             |        -23 |        -32 |         -8 |        -63 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs                  | C#             |          1 |          3 |          1 |          5 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/CollectableScriptable.cs | C#             |        -18 |        -18 |         -6 |        -42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/DefenderScriptable.cs    | C#             |        -89 |        -66 |        -21 |       -176 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/EnemyScriptable.cs       | C#             |       -234 |       -177 |        -50 |       -461 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/HazardScriptable.cs      | C#             |        -18 |        -18 |         -5 |        -41 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ProjectileScriptable.cs  | C#             |        -21 |        -25 |        -11 |        -57 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ShopScriptable.cs        | C#             |          9 |         21 |          6 |         36 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/StructureScriptable.cs   | C#             |        -19 |        -18 |         -6 |        -43 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs              | C#             |          9 |         16 |          6 |         31 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log                    | ApexLog        |     -3,874 |          0 |        -64 |     -3,938 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log                         | ApexLog        |      4,420 |          0 |         81 |      4,501 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log                    | ApexLog        |     -3,544 |          0 |        -64 |     -3,608 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log                         | ApexLog        |      4,512 |          0 |         81 |      4,593 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/shadercompiler-AssetImportWorker0.log          | ApexLog        |          2 |          0 |          1 |          3 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level0.tmx                           | XML            |        -26 |          0 |          0 |        -26 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level1.json                          | JSON           |        316 |          0 |          0 |        316 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level1.tmx                           | XML            |        116 |          0 |          1 |        117 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Markers.tsx                          | TypeScript JSX |          6 |          0 |          0 |          6 |
| Total                                                                                                           |                |      2,388 |        473 |        201 |      3,062 |
+-----------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
