"filename", "language", "JSON", "XML", "C#", "ApexLog", "TypeScript JSX", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs", "C#", 0, 0, 1, 0, 0, 3, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs", "C#", 0, 0, 1, 0, 0, 3, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs", "C#", 0, 0, 6, 0, 0, 15, 4, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Structure.cs", "C#", 0, 0, -1, 0, 0, -3, -1, -5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs", "C#", 0, 0, 4, 0, 0, 5, 1, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs", "C#", 0, 0, -23, 0, 0, -32, -8, -63
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs", "C#", 0, 0, 1, 0, 0, 3, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/CollectableScriptable.cs", "C#", 0, 0, -18, 0, 0, -18, -6, -42
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/DefenderScriptable.cs", "C#", 0, 0, -89, 0, 0, -66, -21, -176
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/EnemyScriptable.cs", "C#", 0, 0, -234, 0, 0, -177, -50, -461
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/HazardScriptable.cs", "C#", 0, 0, -18, 0, 0, -18, -5, -41
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ProjectileScriptable.cs", "C#", 0, 0, -21, 0, 0, -25, -11, -57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/ShopScriptable.cs", "C#", 0, 0, 9, 0, 0, 21, 6, 36
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Scriptables/StructureScriptable.cs", "C#", 0, 0, -19, 0, 0, -18, -6, -43
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs", "C#", 0, 0, 9, 0, 0, 16, 6, 31
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log", "ApexLog", 0, 0, 0, -3874, 0, 0, -64, -3938
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log", "ApexLog", 0, 0, 0, 4420, 0, 0, 81, 4501
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log", "ApexLog", 0, 0, 0, -3544, 0, 0, -64, -3608
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log", "ApexLog", 0, 0, 0, 4512, 0, 0, 81, 4593
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/shadercompiler-AssetImportWorker0.log", "ApexLog", 0, 0, 0, 2, 0, 0, 1, 3
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level0.tmx", "XML", 0, -26, 0, 0, 0, 0, 0, -26
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level1.json", "JSON", 316, 0, 0, 0, 0, 0, 0, 316
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level1.tmx", "XML", 0, 116, 0, 0, 0, 0, 1, 117
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Markers.tsx", "TypeScript JSX", 0, 0, 0, 0, 6, 0, 0, 6
"Total", "-", 418, 89, 359, 1516, 6, 473, 201, 3062
