"filename", "language", "XML", "C#", "JSON", "ApexLog", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/PlaceableObjectController.cs", "C#", 0, 20, 0, 0, 31, 8, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ProjectileController.cs", "C#", 0, 48, 0, 0, 119, 32, 199
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SlowZoneController.cs", "C#", 0, 99, 0, 0, 85, 25, 209
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SoundController.cs", "C#", 0, 9, 0, 0, 4, 2, 15
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SquirrelController.cs", "C#", 0, 136, 0, 0, 90, 32, 258
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SynergyController.cs", "C#", 0, 20, 0, 0, 17, 5, 42
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/TileGrid.cs", "C#", 0, 39, 0, 0, 34, 7, 80
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/TreeController.cs", "C#", 0, -39, 0, 0, -11, -7, -57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/DefenderFactory.cs", "C#", 0, 25, 0, 0, 23, 14, 62
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/EnemyFactory.cs", "C#", 0, 28, 0, 0, 15, 7, 50
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/HazardFactory.cs", "C#", 0, 26, 0, 0, 18, 6, 50
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/ProjectileFactory.cs", "C#", 0, 34, 0, 0, 23, 8, 65
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IAnimatable.cs", "C#", 0, 15, 0, 0, 40, 11, 66
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IAttackable.cs", "C#", 0, -3, 0, 0, -13, -3, -19
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IPlaceable.cs", "C#", 0, -8, 0, 0, -15, -6, -29
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISlottable.cs", "C#", 0, 0, 0, 0, -2, -4, -6
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IStateTracker.cs", "C#", 0, 13, 0, 0, 37, 7, 57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISurface.cs", "C#", 0, -1, 0, 0, -3, -1, -5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ITargetable.cs", "C#", 0, 7, 0, 0, 35, 7, 49
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/ObjectData.cs", "C#", 0, 0, 0, 0, 2, 0, 2
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TiledData.cs", "C#", 0, 4, 0, 0, 4, -1, 7
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Acorn.cs", "C#", 0, 16, 0, 0, 34, 11, 61
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTree.cs", "C#", 0, 16, 0, 0, 48, 17, 81
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bomb.cs", "C#", 0, 16, 0, 0, 34, 10, 60
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BombSplat.cs", "C#", 0, 19, 0, 0, 43, 12, 74
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Butterfly.cs", "C#", 0, 31, 0, 0, 87, 30, 148
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs", "C#", 0, -1, 0, 0, -3, -1, -5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Currency.cs", "C#", 0, 7, 0, 0, 22, 7, 36
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs", "C#", 0, -163, 0, 0, -175, -55, -393
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/DefenderScriptable.cs", "C#", 0, 89, 0, 0, 66, 20, 175
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Effect.cs", "C#", 0, 32, 0, 0, 47, 12, 91
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs", "C#", 0, -302, 0, 0, -221, -72, -595
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EnemyAnimation.cs", "C#", 0, -154, 0, 0, -119, -36, -309
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EnemyScriptable.cs", "C#", 0, 234, 0, 0, 177, 50, 461
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs", "C#", 0, -18, 0, 0, -1, 1, -18
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs", "C#", 0, 1, 0, 0, 0, 0, 1
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs", "C#", 0, 2, 0, 0, 6, 1, 9
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs", "C#", 0, 16, 0, 0, 29, 9, 54
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/HazardScriptable.cs", "C#", 0, 18, 0, 0, 18, 5, 41
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs", "C#", 0, -70, 0, 0, 28, 2, -40
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Mob.cs", "C#", 0, 116, 0, 0, 193, 62, 371
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs", "C#", 0, 109, 0, 0, 164, 46, 319
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/MovingEnemy.cs", "C#", 0, -45, 0, 0, -29, -12, -86
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs", "C#", 0, -47, 0, 0, -25, -10, -82
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs", "C#", 0, 12, 0, 0, 89, 24, 125
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ProjectileScriptable.cs", "C#", 0, 21, 0, 0, 25, 11, 57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs", "C#", 0, 8, 0, 0, 0, 2, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs", "C#", 0, 2, 0, 0, 6, 2, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowEffect.cs", "C#", 0, 31, 0, 0, 30, 8, 69
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowZone.cs", "C#", 0, 19, 0, 0, 43, 14, 76
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs", "C#", 0, 1, 0, 0, 3, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs", "C#", 0, -1, 0, 0, 48, 15, 62
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs", "C#", 0, -12, 0, 0, -15, -3, -30
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs", "C#", 0, -95, 0, 0, -73, -22, -190
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs", "C#", 0, 1, 0, 0, 3, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs", "C#", 0, 8, 0, 0, 5, 1, 14
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs", "C#", 0, 44, 0, 0, 20, 9, 73
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs", "C#", 0, 82, 0, 0, 58, 20, 160
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log", "ApexLog", 0, 0, 0, 5700, 0, 118, 5818
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log", "ApexLog", 0, 0, 0, -5477, 0, -94, -5571
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log", "ApexLog", 0, 0, 0, 5682, 0, 118, 5800
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log", "ApexLog", 0, 0, 0, -5489, 0, -94, -5583
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2-prev.log", "ApexLog", 0, 0, 0, 2774, 0, 50, 2824
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2.log", "ApexLog", 0, 0, 0, -5507, 0, -95, -5602
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3-prev.log", "ApexLog", 0, 0, 0, 2756, 0, 50, 2806
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3.log", "ApexLog", 0, 0, 0, -5435, 0, -95, -5530
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Packages/manifest.json", "JSON", 0, 0, -2, 0, 0, 0, -2
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Packages/packages-lock.json", "JSON", 0, 0, -17, 0, 0, 0, -17
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level0.tmx", "XML", -16, 0, 0, 0, 0, 0, -16
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/out/linecount.json", "JSON", 0, 0, 1285, 0, 0, 0, 1285
"Total", "-", -2, 1189, 1250, -4996, 1711, 458, -390
