Date : 2023-12-13 16:45:42
Directory : /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide
Total : 137 files,  53759 codes, 6237 comments, 7292 blanks, all 67288 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| Assets/Scripts/View                                                                                                                                                              |          3 |        254 |        183 |         62 |        499 |
| Assets/TextMesh Pro                                                                                                                                                              |         18 |      2,493 |         82 |        646 |      3,221 |
| Assets/TextMesh Pro/Shaders                                                                                                                                                      |         17 |      2,338 |         82 |        644 |      3,064 |
| Assets/TextMesh Pro/Sprites                                                                                                                                                      |          1 |        155 |          0 |          2 |        157 |
| Builds                                                                                                                                                                           |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app                                                                                                                                            |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app/Contents                                                                                                                                   |          8 |     18,565 |        388 |      4,354 |     23,307 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge                                                                                                                  |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc                                                                                                              |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono                                                                                                         |          5 |     18,562 |        388 |      4,353 |     23,303 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono (Files)                                                                                                 |          1 |     13,255 |        274 |      3,451 |     16,980 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/2.0                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.0                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.5                                                                                                     |          1 |      1,594 |         28 |        280 |      1,902 |
| Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/mconfig                                                                                                 |          1 |        525 |         30 |         62 |        617 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources                                                                                                                         |          3 |          3 |          0 |          1 |          4 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data                                                                                                                    |          3 |          3 |          0 |          1 |          4 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data (Files)                                                                                                            |          2 |          2 |          0 |          1 |          3 |
| Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/StreamingAssets                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| Logs                                                                                                                                                                             |          9 |     23,683 |          0 |        428 |     24,111 |
| Packages                                                                                                                                                                         |          2 |        509 |          0 |          2 |        511 |
| Tiled                                                                                                                                                                            |          7 |        138 |          0 |          7 |        145 |
| Tiled/Objects                                                                                                                                                                    |          1 |          2 |          0 |          1 |          3 |
| Tiled/Tilemaps                                                                                                                                                                   |          1 |        105 |          0 |          1 |        106 |
| Tiled/Tilesets                                                                                                                                                                   |          5 |         31 |          0 |          5 |         36 |
| out                                                                                                                                                                              |          1 |      1,285 |          0 |          0 |      1,285 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                                                                                         | language       | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assembly-CSharp.csproj                                                                                               | XML            |        902 |          1 |          1 |        904 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level0.json                                                                                            | JSON           |        204 |          0 |          0 |        204 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_easy.json                                                                                        | JSON           |         44 |          0 |          0 |         44 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_hard.json                                                                                        | JSON           |        148 |          0 |          0 |        148 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Levels/level_medium.json                                                                                      | JSON           |          0 |          0 |          1 |          1 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/AcornController.cs                                                                        | C#             |         52 |         56 |         16 |        124 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/BasicTreeController.cs                                                                    | C#             |         53 |         49 |         18 |        120 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/BombController.cs                                                                         | C#             |         99 |         70 |         27 |        196 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ButterflyController.cs                                                                    | C#             |        208 |        108 |         46 |        362 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ControllerController.cs                                                                   | C#             |        178 |         91 |         35 |        304 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/DefenderController.cs                                                                     | C#             |         38 |         39 |         11 |         88 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/EconomyController.cs                                                                      | C#             |         74 |         55 |         22 |        151 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/EnemyController.cs                                                                        | C#             |         80 |         71 |         24 |        175 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/EnemyManager.cs                                                                           | C#             |         78 |         48 |         20 |        146 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/HazardController.cs                                                                       | C#             |         20 |         25 |          7 |         52 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/InputController.cs                                                                        | C#             |        176 |        132 |         56 |        364 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/InventoryController.cs                                                                    | C#             |         93 |         73 |         25 |        191 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/JSONController.cs                                                                         | C#             |         48 |         38 |         14 |        100 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/KudzuController.cs                                                                        | C#             |        188 |        108 |         44 |        340 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/LevelController.cs                                                                        | C#             |        111 |         94 |         38 |        243 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/MainMenuController.cs                                                                     | C#             |         56 |         49 |         15 |        120 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/MobController.cs                                                                          | C#             |        113 |        158 |         39 |        310 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ModelController.cs                                                                        | C#             |         90 |        107 |         28 |        225 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/PlaceableObjectController.cs                                                              | C#             |         20 |         31 |          8 |         59 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/PlacementController.cs                                                                    | C#             |        112 |         78 |         31 |        221 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/ProjectileController.cs                                                                   | C#             |         89 |        149 |         45 |        283 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SlowZoneController.cs                                                                     | C#             |         99 |         85 |         25 |        209 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SoundController.cs                                                                        | C#             |         47 |         32 |         12 |         91 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SquirrelController.cs                                                                     | C#             |        136 |         90 |         32 |        258 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/SynergyController.cs                                                                      | C#             |         20 |         17 |          5 |         42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/TileGrid.cs                                                                               | C#             |        561 |        395 |        131 |      1,087 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Controllers/TreeController.cs                                                                         | C#             |         30 |         44 |         12 |         86 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/DefenderFactory.cs                                                                          | C#             |         66 |         66 |         28 |        160 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/EdgeFactory.cs                                                                              | C#             |         30 |         30 |         10 |         70 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/EnemyFactory.cs                                                                             | C#             |         81 |         45 |         18 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/FlooringFactory.cs                                                                          | C#             |         30 |         30 |         11 |         71 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/HazardFactory.cs                                                                            | C#             |         26 |         18 |          6 |         50 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/ProjectileFactory.cs                                                                        | C#             |         34 |         23 |          8 |         65 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/TileFactory.cs                                                                              | C#             |         32 |         32 |         10 |         74 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Factories/TreeFactory.cs                                                                              | C#             |         41 |         43 |         17 |        101 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IAnimatable.cs                                                                             | C#             |         15 |         40 |         11 |         66 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IAttackable.cs                                                                             | C#             |         20 |         54 |         15 |         89 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISlottable.cs                                                                              | C#             |          9 |         18 |          4 |         31 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IStateTracker.cs                                                                           | C#             |         13 |         37 |          7 |         57 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ISurface.cs                                                                                | C#             |         23 |        102 |         19 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/ITargetable.cs                                                                             | C#             |         28 |         91 |         23 |        142 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Interfaces/IUsable.cs                                                                                 | C#             |          6 |          5 |          2 |         13 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/LayerData.cs                                                                                  | C#             |         74 |         73 |         20 |        167 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/ObjectData.cs                                                                                 | C#             |         66 |         63 |         19 |        148 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/PropertiesData.cs                                                                             | C#             |         19 |         18 |          5 |         42 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TiledData.cs                                                                                  | C#             |         82 |         66 |         16 |        164 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Loading/TilesetData.cs                                                                                | C#             |         27 |         26 |          7 |         60 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Acorn.cs                                                                                       | C#             |         16 |         34 |         11 |         61 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/AnimatedTile.cs                                                                                | C#             |         31 |         20 |          8 |         59 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BasicTree.cs                                                                                   | C#             |         25 |         60 |         21 |        106 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Bomb.cs                                                                                        | C#             |         16 |         34 |         10 |         60 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/BombSplat.cs                                                                                   | C#             |         19 |         43 |         12 |         74 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Butterfly.cs                                                                                   | C#             |         31 |         87 |         30 |        148 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs                                                                                 | C#             |          7 |          7 |          2 |         16 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Currency.cs                                                                                    | C#             |         46 |         60 |         20 |        126 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs                                                                                    | C#             |         30 |         40 |         10 |         80 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/DefenderScriptable.cs                                                                          | C#             |         89 |         66 |         20 |        175 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Direction.cs                                                                                   | C#             |          7 |          4 |          2 |         13 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EdgeTile.cs                                                                                    | C#             |         11 |         11 |          3 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Effect.cs                                                                                      | C#             |         32 |         47 |         12 |         91 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs                                                                                       | C#             |         52 |         67 |         19 |        138 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EnemyScriptable.cs                                                                             | C#             |        234 |        177 |         50 |        461 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs                                                                                    | C#             |        182 |        165 |         56 |        403 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs                                                                                   | C#             |          9 |          3 |          1 |         13 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs                                                                                   | C#             |         27 |         34 |          9 |         70 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs                                                                                      | C#             |         16 |         29 |          9 |         54 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/HazardScriptable.cs                                                                            | C#             |         18 |         18 |          5 |         41 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/InventorySlot.cs                                                                               | C#             |         69 |         67 |         22 |        158 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs                                                                                       | C#             |         47 |        111 |         33 |        191 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Mob.cs                                                                                         | C#             |        116 |        193 |         62 |        371 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs                                                                                       | C#             |        109 |        164 |         46 |        319 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs                                                                             | C#             |         29 |         71 |         15 |        115 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs                                                                                  | C#             |         64 |        146 |         41 |        251 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ProjectileScriptable.cs                                                                        | C#             |         21 |         25 |         11 |         57 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs                                                                                   | C#             |         15 |          6 |          4 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs                                                                                   | C#             |          9 |         13 |          4 |         26 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowEffect.cs                                                                                  | C#             |         31 |         30 |          8 |         69 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowZone.cs                                                                                    | C#             |         19 |         43 |         14 |         76 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs                                                                                | C#             |         31 |         18 |          6 |         55 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Sound.cs                                                                                       | C#             |         25 |         27 |          7 |         59 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs                                                                                    | C#             |         30 |         81 |         29 |        140 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs                                                                                        | C#             |        288 |        253 |         92 |        633 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs                                                                                        | C#             |        133 |        145 |         41 |        319 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs                                                                                   | C#             |          9 |         12 |          4 |         25 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs                                                                              | C#             |         44 |         38 |         10 |         92 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs                                                                              | C#             |        128 |         87 |         32 |        247 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs                                                                               | C#             |         82 |         58 |         20 |        160 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader                                                           | ShaderLab      |        109 |          2 |         33 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader                                                                 | ShaderLab      |        112 |          3 |         31 |        146 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap.shader                                                                        | ShaderLab      |        109 |          2 |         33 |        144 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF Overlay.shader                                                                   | ShaderLab      |        243 |          4 |         71 |        318 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF SSD.shader                                                                       | ShaderLab      |        241 |          4 |         66 |        311 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Masking.shader                                                            | ShaderLab      |        188 |         10 |         50 |        248 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay.shader                                                            | ShaderLab      |        183 |          8 |         50 |        241 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SSD.shader                                                                | ShaderLab      |         82 |          4 |         21 |        107 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader                                                                    | ShaderLab      |        183 |          8 |         50 |        241 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile.shader                                                            | ShaderLab      |        103 |          8 |         28 |        139 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface.shader                                                                   | ShaderLab      |        122 |          4 |         33 |        159 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF.shader                                                                           | ShaderLab      |        243 |          4 |         71 |        318 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Sprite.shader                                                                        | ShaderLab      |         97 |          0 |         20 |        117 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro.cginc                                                                              | HLSL           |         63 |          2 |         20 |         85 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc                                                                       | HLSL           |        122 |          2 |         34 |        158 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc                                                                   | HLSL           |         62 |         10 |         14 |         86 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc                                                                      | HLSL           |         76 |          7 |         19 |        102 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Sprites/EmojiOne.json                                                                            | JSON           |        155 |          0 |          2 |        157 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/2.0/DefaultWsdlHelpGenerator.aspx           | HTML           |      1,594 |         28 |        280 |      1,902 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.0/DefaultWsdlHelpGenerator.aspx           | HTML           |      1,594 |         28 |        280 |      1,902 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.5/DefaultWsdlHelpGenerator.aspx           | HTML           |      1,594 |         28 |        280 |      1,902 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/browscap.ini                                | Ini            |     13,255 |        274 |      3,451 |     16,980 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/mconfig/config.xml                          | XML            |        525 |         30 |         62 |        617 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/RuntimeInitializeOnLoads.json                          | JSON           |          1 |          0 |          1 |          2 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/ScriptingAssemblies.json                               | JSON           |          1 |          0 |          0 |          1 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/StreamingAssets/UnityServicesProjectConfiguration.json | JSON           |          1 |          0 |          0 |          1 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log                                                                                     | ApexLog        |      7,148 |          0 |        127 |      7,275 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log                                                                                          | ApexLog        |      2,019 |          0 |         33 |      2,052 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log                                                                                     | ApexLog        |      7,082 |          0 |        127 |      7,209 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log                                                                                          | ApexLog        |      1,857 |          0 |         33 |      1,890 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2-prev.log                                                                                     | ApexLog        |      2,774 |          0 |         50 |      2,824 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3-prev.log                                                                                     | ApexLog        |      2,756 |          0 |         50 |      2,806 |
| /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/Packages-Update.log                                                                                             | ApexLog        |         43 |          0 |          4 |         47 |
