"filename", "language", "JSON", "XML", "C#", "ShaderLab", "HLSL", "ApexLog", "TypeScript JSX", "HTML", "Ini", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Collectable.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 2, 16
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Currency.cs", "C#", 0, 0, 46, 0, 0, 0, 0, 0, 0, 60, 20, 126
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs", "C#", 0, 0, 30, 0, 0, 0, 0, 0, 0, 40, 10, 80
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/DefenderScriptable.cs", "C#", 0, 0, 89, 0, 0, 0, 0, 0, 0, 66, 20, 175
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Direction.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 2, 13
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EdgeTile.cs", "C#", 0, 0, 11, 0, 0, 0, 0, 0, 0, 11, 3, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Effect.cs", "C#", 0, 0, 32, 0, 0, 0, 0, 0, 0, 47, 12, 91
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs", "C#", 0, 0, 52, 0, 0, 0, 0, 0, 0, 67, 19, 138
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EnemyScriptable.cs", "C#", 0, 0, 234, 0, 0, 0, 0, 0, 0, 177, 50, 461
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs", "C#", 0, 0, 182, 0, 0, 0, 0, 0, 0, 165, 56, 403
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 1, 13
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs", "C#", 0, 0, 27, 0, 0, 0, 0, 0, 0, 34, 9, 70
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Hazard.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 29, 9, 54
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/HazardScriptable.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 18, 5, 41
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/InventorySlot.cs", "C#", 0, 0, 69, 0, 0, 0, 0, 0, 0, 67, 22, 158
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs", "C#", 0, 0, 47, 0, 0, 0, 0, 0, 0, 111, 33, 191
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Mob.cs", "C#", 0, 0, 116, 0, 0, 0, 0, 0, 0, 193, 62, 371
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Model.cs", "C#", 0, 0, 109, 0, 0, 0, 0, 0, 0, 164, 46, 319
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs", "C#", 0, 0, 29, 0, 0, 0, 0, 0, 0, 71, 15, 115
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Projectile.cs", "C#", 0, 0, 64, 0, 0, 0, 0, 0, 0, 146, 41, 251
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ProjectileScriptable.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 25, 11, 57
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 6, 4, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 13, 4, 26
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowEffect.cs", "C#", 0, 0, 31, 0, 0, 0, 0, 0, 0, 30, 8, 69
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SlowZone.cs", "C#", 0, 0, 19, 0, 0, 0, 0, 0, 0, 43, 14, 76
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs", "C#", 0, 0, 31, 0, 0, 0, 0, 0, 0, 18, 6, 55
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Sound.cs", "C#", 0, 0, 25, 0, 0, 0, 0, 0, 0, 27, 7, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs", "C#", 0, 0, 30, 0, 0, 0, 0, 0, 0, 81, 29, 140
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs", "C#", 0, 0, 288, 0, 0, 0, 0, 0, 0, 253, 92, 633
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs", "C#", 0, 0, 133, 0, 0, 0, 0, 0, 0, 145, 41, 319
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 12, 4, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs", "C#", 0, 0, 44, 0, 0, 0, 0, 0, 0, 38, 10, 92
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs", "C#", 0, 0, 128, 0, 0, 0, 0, 0, 0, 87, 32, 247
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/SceneController.cs", "C#", 0, 0, 82, 0, 0, 0, 0, 0, 0, 58, 20, 160
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader", "ShaderLab", 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 33, 144
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader", "ShaderLab", 0, 0, 0, 112, 0, 0, 0, 0, 0, 3, 31, 146
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Bitmap.shader", "ShaderLab", 0, 0, 0, 109, 0, 0, 0, 0, 0, 2, 33, 144
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF Overlay.shader", "ShaderLab", 0, 0, 0, 243, 0, 0, 0, 0, 0, 4, 71, 318
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF SSD.shader", "ShaderLab", 0, 0, 0, 241, 0, 0, 0, 0, 0, 4, 66, 311
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Masking.shader", "ShaderLab", 0, 0, 0, 188, 0, 0, 0, 0, 0, 10, 50, 248
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay.shader", "ShaderLab", 0, 0, 0, 183, 0, 0, 0, 0, 0, 8, 50, 241
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SSD.shader", "ShaderLab", 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 21, 107
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader", "ShaderLab", 0, 0, 0, 183, 0, 0, 0, 0, 0, 8, 50, 241
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile.shader", "ShaderLab", 0, 0, 0, 103, 0, 0, 0, 0, 0, 8, 28, 139
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF-Surface.shader", "ShaderLab", 0, 0, 0, 122, 0, 0, 0, 0, 0, 4, 33, 159
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_SDF.shader", "ShaderLab", 0, 0, 0, 243, 0, 0, 0, 0, 0, 4, 71, 318
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMP_Sprite.shader", "ShaderLab", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 20, 117
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro.cginc", "HLSL", 0, 0, 0, 0, 63, 0, 0, 0, 0, 2, 20, 85
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc", "HLSL", 0, 0, 0, 0, 122, 0, 0, 0, 0, 2, 34, 158
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc", "HLSL", 0, 0, 0, 0, 62, 0, 0, 0, 0, 10, 14, 86
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc", "HLSL", 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 19, 102
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/TextMesh Pro/Sprites/EmojiOne.json", "JSON", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 157
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/2.0/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.0/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.5/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/browscap.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 13255, 274, 3451, 16980
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/mconfig/config.xml", "XML", 0, 525, 0, 0, 0, 0, 0, 0, 0, 30, 62, 617
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/RuntimeInitializeOnLoads.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/ScriptingAssemblies.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/StreamingAssets/UnityServicesProjectConfiguration.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log", "ApexLog", 0, 0, 0, 0, 0, 7148, 0, 0, 0, 0, 127, 7275
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log", "ApexLog", 0, 0, 0, 0, 0, 2019, 0, 0, 0, 0, 33, 2052
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log", "ApexLog", 0, 0, 0, 0, 0, 7082, 0, 0, 0, 0, 127, 7209
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log", "ApexLog", 0, 0, 0, 0, 0, 1857, 0, 0, 0, 0, 33, 1890
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2-prev.log", "ApexLog", 0, 0, 0, 0, 0, 2774, 0, 0, 0, 0, 50, 2824
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3-prev.log", "ApexLog", 0, 0, 0, 0, 0, 2756, 0, 0, 0, 0, 50, 2806
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/Packages-Update.log", "ApexLog", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 4, 47
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/shadercompiler-AssetImportWorker0.log", "ApexLog", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/shadercompiler-UnityShaderCompiler0.log", "ApexLog", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Packages/manifest.json", "JSON", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Packages/packages-lock.json", "JSON", 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 467
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Objects/propertytypes.xml", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level0.tmx", "XML", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 1, 106
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Enemies.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Grass.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Shore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Soil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Water.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
