"filename", "language", "JSON", "XML", "ApexLog", "C#", "TypeScript JSX", "HTML", "Ini", "comment", "blank", "total"
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Defender.cs", "C#", 0, 0, 0, 193, 0, 0, 0, 215, 65, 473
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Direction.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 4, 2, 13
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EdgeTile.cs", "C#", 0, 0, 0, 11, 0, 0, 0, 11, 3, 25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Enemy.cs", "C#", 0, 0, 0, 354, 0, 0, 0, 288, 91, 733
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/EnemyAnimation.cs", "C#", 0, 0, 0, 154, 0, 0, 0, 119, 36, 309
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Flooring.cs", "C#", 0, 0, 0, 200, 0, 0, 0, 166, 55, 421
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GameState.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 3, 1, 12
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/GrassTile.cs", "C#", 0, 0, 0, 25, 0, 0, 0, 28, 8, 61
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/InventorySlot.cs", "C#", 0, 0, 0, 69, 0, 0, 0, 67, 22, 158
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Kudzu.cs", "C#", 0, 0, 0, 117, 0, 0, 0, 83, 31, 231
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Loading/EnemyData.cs", "C#", 0, 0, 0, -27, 0, 0, 0, -26, -10, -63
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Loading/LevelData.cs", "C#", 0, 0, 0, -13, 0, 0, 0, -10, -3, -26
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/MovingEnemy.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 29, 12, 86
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/PlaceableObject.cs", "C#", 0, 0, 0, 76, 0, 0, 0, 96, 25, 197
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Placeables/Defense/Defenders/Defender.cs", "C#", 0, 0, 0, -193, 0, 0, 0, -215, -65, -473
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Placeables/Defense/Defenders/Squirrel.cs", "C#", 0, 0, 0, -31, 0, 0, 0, -33, -14, -78
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Placeables/PlaceableObject.cs", "C#", 0, 0, 0, -76, 0, 0, 0, -96, -25, -197
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Placeables/Trees/BasicTree.cs", "C#", 0, 0, 0, -9, 0, 0, 0, -12, -4, -25
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Placeables/Trees/Tree.cs", "C#", 0, 0, 0, -228, 0, 0, 0, -218, -63, -509
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SeedToken.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 6, 2, 15
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/ShoreTile.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 7, 2, 16
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/SoilFlooring.cs", "C#", 0, 0, 0, 30, 0, 0, 0, 15, 5, 50
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Sound.cs", "C#", 0, 0, 0, 25, 0, 0, 0, 27, 7, 59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Squirrel.cs", "C#", 0, 0, 0, 31, 0, 0, 0, 33, 14, 78
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tile.cs", "C#", 0, 0, 0, 300, 0, 0, 0, 268, 95, 663
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/Tree.cs", "C#", 0, 0, 0, 228, 0, 0, 0, 218, 63, 509
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Models/WaterTile.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 9, 3, 20
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Sound/Sound.cs", "C#", 0, 0, 0, -25, 0, 0, 0, -27, -7, -59
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/Sound/SoundController.cs", "C#", 0, 0, 0, -38, 0, 0, 0, -28, -10, -76
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CameraController.cs", "C#", 0, 0, 0, 36, 0, 0, 0, 33, 9, 78
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Assets/Scripts/View/CanvasController.cs", "C#", 0, 0, 0, 84, 0, 0, 0, 67, 23, 174
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/2.0/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.0/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/4.5/DefaultWsdlHelpGenerator.aspx", "HTML", 0, 0, 0, 0, 0, 1594, 0, 28, 280, 1902
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/browscap.ini", "Ini", 0, 0, 0, 0, 0, 0, 13255, 274, 3451, 16980
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/MonoBleedingEdge/etc/mono/mconfig/config.xml", "XML", 0, 525, 0, 0, 0, 0, 0, 30, 62, 617
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/RuntimeInitializeOnLoads.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/ScriptingAssemblies.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Builds/HerbicideGameplayPrototype.app/Contents/Resources/Data/StreamingAssets/UnityServicesProjectConfiguration.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0-prev.log", "ApexLog", 0, 0, -6036, 0, 0, 0, 0, 0, -118, -6154
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker0.log", "ApexLog", 0, 0, 7496, 0, 0, 0, 0, 0, 127, 7623
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1-prev.log", "ApexLog", 0, 0, -5922, 0, 0, 0, 0, 0, -118, -6040
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker1.log", "ApexLog", 0, 0, 7346, 0, 0, 0, 0, 0, 127, 7473
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2-prev.log", "ApexLog", 0, 0, -5003, 0, 0, 0, 0, 0, -87, -5090
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker2.log", "ApexLog", 0, 0, 5507, 0, 0, 0, 0, 0, 95, 5602
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3-prev.log", "ApexLog", 0, 0, -4961, 0, 0, 0, 0, 0, -87, -5048
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/AssetImportWorker3.log", "ApexLog", 0, 0, 5435, 0, 0, 0, 0, 0, 95, 5530
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Logs/shadercompiler-AssetImportWorker0.log", "ApexLog", 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Objects/propertytypes.xml", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilemaps/level0.tmx", "XML", 0, 121, 0, 0, 0, 0, 0, 0, 1, 122
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Enemies.tsx", "TypeScript JSX", 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Grass.tsx", "TypeScript JSX", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Shore.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Soil.tsx", "TypeScript JSX", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide/Tiled/Tilesets/Water.tsx", "TypeScript JSX", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"Total", "-", 245, 654, 3864, 268, 31, 4782, 13255, 667, 4467, 28233
